household_id,person_id,sample_weight,province,age_group,gender,marital_status,after_tax_income,household_size,household_composition,household_maj_income_flag,after_tax_low_income_flag,before_tax_low_income_flag,after_tax_below_lim_flag,disposable_income_below_mbm_flag,ownership_of_dwelling,monthly_mortgage_payment,monthly_condo_fee,monthly_rent,rent_subsidy_flag,core_housing_need_indicator,adult_food_security_status,child_food_security_status,household_food_security_status,atinc35,total_household_costs,affordable_housing_flag,income_bracket,housing_costs_flag
3753,375305,327.3946,Nova Scotia,45 to 49 years,Male,Common-law,46070.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1343.8619,900.0,Yes,40k - 60k,$800 - $1600 /month
3790,379001,297.596,Nova Scotia,45 to 49 years,Female,Married,66110.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1928.4287000000002,600.0,Yes,60k - 80k,< $800/month
3855,385502,316.591,Nova Scotia,35 to 39 years,Male,Married,41960.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1223.9732000000001,1100.0,Yes,40k - 60k,$800 - $1600 /month
3865,386501,61.6879,Nova Scotia,50 to 54 years,Male,Single (never married),34750.0,3,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,600.0,Not stated,In core housing need,Food secure,Food secure,Food secure,1013.6575,600.0,Yes,< 40k,< $800/month
3868,386801,50.4222,Nova Scotia,45 to 49 years,Female,"Separated, divorced or widowed",100910.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2943.5447000000004,1100.0,Yes,100k - 200k,$800 - $1600 /month
3873,387302,210.1582,Nova Scotia,45 to 49 years,Male,Married,54465.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2000.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1588.74405,2000.0,No,40k - 60k,$1600 - $2400 /month
3877,387701,139.7537,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",20625.0,1,One person household,Yes,No,Yes,Yes,No,Not owned by a member of the household,,,600.0,Yes,Valid skip,Food secure,Valid skip,Food secure,601.63125,600.0,Yes,< 40k,< $800/month
3884,388402,211.5301,Nova Scotia,55 to 59 years,Male,Common-law,84320.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2459.6144,1000.0,Yes,80k - 100k,$800 - $1600 /month
3894,389401,184.1329,Nova Scotia,45 to 49 years,Female,Married,30540.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,890.8518,600.0,Yes,< 40k,< $800/month
3899,389901,122.4795,Nova Scotia,55 to 59 years,Male,Not stated,34905.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1018.17885,500.0,Yes,< 40k,< $800/month
3904,390402,261.1615,Nova Scotia,30 to 34 years,Male,Married,99250.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2895.1225,1100.0,Yes,80k - 100k,$800 - $1600 /month
3914,391402,207.4553,Nova Scotia,70 years and over,Male,Married,139630.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1800.0,No,Not in core housing need,Food secure,Valid skip,Food secure,4073.0071000000003,1800.0,Yes,100k - 200k,$1600 - $2400 /month
3919,391902,146.0679,Nova Scotia,60 to 64 years,Female,Not stated,24550.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,500.0,No,Valid skip,Food secure,Valid skip,Food secure,716.1235,500.0,Yes,< 40k,< $800/month
3937,393701,146.7681,Nova Scotia,60 to 64 years,Male,"Separated, divorced or widowed",20625.0,1,One person household,Yes,No,No,Yes,No,Owned by a member of the household,400.0,,,Valid skip,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,601.63125,400.0,Yes,< 40k,< $800/month
3945,394501,242.7119,Nova Scotia,50 to 54 years,Male,Married,93565.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1900.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,2729.2910500000003,1900.0,Yes,80k - 100k,$1600 - $2400 /month
3956,395601,130.0312,Nova Scotia,65 to 69 years,Female,Married,62380.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1819.6246,0.0,Yes,60k - 80k,House paid in full
3966,396602,144.158,Nova Scotia,50 to 54 years,Male,Married,50140.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,Valid skip,Food secure,Valid skip,Food secure,1462.5838,900.0,Yes,40k - 60k,$800 - $1600 /month
3999,399901,336.6042,Nova Scotia,35 to 39 years,Male,Common-law,72060.0,4,Two or more person household/Two or more economic families,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2101.9902,800.0,Yes,60k - 80k,$800 - $1600 /month
4009,400902,145.6001,Nova Scotia,50 to 54 years,Female,Married,67020.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1954.9734,0.0,Yes,60k - 80k,House paid in full
4023,402301,144.2321,Nova Scotia,65 to 69 years,Male,"Separated, divorced or widowed",39340.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1147.5478,600.0,Yes,< 40k,< $800/month
4094,409401,139.8279,Nova Scotia,45 to 49 years,Male,Married,45370.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1323.4429,700.0,Yes,40k - 60k,< $800/month
4104,410401,92.3917,Nova Scotia,25 to 29 years,Male,Not stated,50470.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,Not stated,Not in core housing need,Food secure,Food secure,Food secure,1472.2099,600.0,Yes,40k - 60k,< $800/month
4162,416201,217.9475,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",13775.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,800.0,No,In core housing need,Food secure,Valid skip,Food secure,401.81675,800.0,No,< 40k,$800 - $1600 /month
4169,416901,263.1271,Nova Scotia,50 to 54 years,Male,Married,61340.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Valid skip,Food secure,Valid skip,Food secure,1789.2878,600.0,Yes,60k - 80k,< $800/month
4184,418401,325.43,Nova Scotia,25 to 29 years,Male,Married,3000.0,2,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,800.0,No,Valid skip,Food secure,Valid skip,Food secure,87.51,800.0,No,< 40k,$800 - $1600 /month
4229,422901,232.5039,Nova Scotia,50 to 54 years,Female,Common-law,25550.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,745.2935,0.0,Yes,< 40k,House paid in full
4237,423701,119.3915,Nova Scotia,60 to 64 years,Female,Single (never married),11325.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,No,In core housing need,Severely food insecure,Valid skip,Severely food insecure,330.35025,600.0,No,< 40k,< $800/month
4239,423901,147.6146,Nova Scotia,30 to 34 years,Male,Common-law,35800.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,400.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1044.286,400.0,Yes,< 40k,< $800/month
4284,428401,115.6327,Nova Scotia,70 years and over,Male,Married,45300.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1321.401,0.0,Yes,40k - 60k,House paid in full
4292,429201,142.2541,Nova Scotia,30 to 34 years,Male,Single (never married),49240.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1436.3308000000002,900.0,Yes,40k - 60k,$800 - $1600 /month
4303,430301,43.3202,Nova Scotia,30 to 34 years,Female,Not stated,46265.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1349.55005,600.0,Yes,40k - 60k,< $800/month
4337,433701,283.1939,Nova Scotia,55 to 59 years,Female,"Separated, divorced or widowed",13300.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,Not stated,In core housing need,Severely food insecure,Valid skip,Severely food insecure,387.961,600.0,No,< 40k,< $800/month
4341,434101,119.3915,Nova Scotia,60 to 64 years,Female,Single (never married),10350.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,700.0,No,In core housing need,Food secure,Valid skip,Food secure,301.90950000000004,700.0,No,< 40k,< $800/month
4345,434501,135.3809,Nova Scotia,60 to 64 years,Male,Married,46300.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1350.5710000000001,0.0,Yes,40k - 60k,House paid in full
4360,436001,234.4949,Nova Scotia,45 to 49 years,Male,Single (never married),107370.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,3131.9829,800.0,Yes,100k - 200k,$800 - $1600 /month
4379,437901,98.3188,Nova Scotia,70 years and over,Male,Single (never married),45410.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1324.6097,0.0,Yes,40k - 60k,House paid in full
4398,439802,148.1292,Nova Scotia,60 to 64 years,Male,Married,43730.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1275.6041,0.0,Yes,40k - 60k,House paid in full
4402,440201,172.5898,Nova Scotia,50 to 54 years,Female,"Separated, divorced or widowed",22820.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,500.0,,,Valid skip,In core housing need,Moderately food insecure,Valid skip,Moderately food insecure,665.6594,500.0,Yes,< 40k,< $800/month
4410,441001,192.3496,Nova Scotia,60 to 64 years,Male,"Separated, divorced or widowed",31270.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Valid skip,Food secure,Valid skip,Food secure,912.1459000000001,600.0,Yes,< 40k,< $800/month
4477,447701,250.2546,Nova Scotia,55 to 59 years,Male,"Separated, divorced or widowed",46890.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1367.7813,0.0,Yes,40k - 60k,House paid in full
4507,450701,153.3707,Nova Scotia,70 years and over,Male,Married,18375.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,535.99875,0.0,Yes,< 40k,House paid in full
4520,452001,209.9753,Nova Scotia,65 to 69 years,Male,Married,40330.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1176.4261000000001,500.0,Yes,40k - 60k,< $800/month
4523,452301,144.967,Nova Scotia,40 to 44 years,Male,Married,42175.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1400.0,No,Not in core housing need,Food secure,Food secure,Food secure,1230.24475,1400.0,No,40k - 60k,$800 - $1600 /month
4536,453601,320.0811,Nova Scotia,18 to 24 years,Male,Single (never married),43740.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1275.8958,1000.0,Yes,40k - 60k,$800 - $1600 /month
4539,453901,135.5822,Nova Scotia,45 to 49 years,Female,"Separated, divorced or widowed",38470.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,1122.1699,900.0,Yes,< 40k,$800 - $1600 /month
4563,456302,145.5139,Nova Scotia,70 years and over,Male,Married,17325.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,505.37025,0.0,Yes,< 40k,House paid in full
4583,458301,254.2283,Nova Scotia,30 to 34 years,Female,"Separated, divorced or widowed",66250.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,300.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1932.5125,300.0,Yes,60k - 80k,< $800/month
4598,459801,203.3647,Nova Scotia,55 to 59 years,Male,Not stated,63100.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1840.6270000000002,700.0,Yes,60k - 80k,< $800/month
4628,462801,195.0328,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",51420.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1100.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1499.9214000000002,1100.0,Yes,40k - 60k,$800 - $1600 /month
4653,465302,144.2823,Nova Scotia,50 to 54 years,Male,Married,50170.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1463.4589,0.0,Yes,40k - 60k,House paid in full
4687,468701,141.8779,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",20800.0,1,One person household,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,400.0,No,Valid skip,Food secure,Valid skip,Food secure,606.736,400.0,Yes,< 40k,< $800/month
4701,470101,139.1038,Nova Scotia,55 to 59 years,Female,Married,26980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,787.0066,500.0,Yes,< 40k,< $800/month
4724,472401,210.4932,Nova Scotia,40 to 44 years,Female,"Separated, divorced or widowed",41030.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,400.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1196.8451,400.0,Yes,40k - 60k,< $800/month
